*HEADING
Abaqus DataFile Version 6.14
written by meshio v5.0.2
*NODE, NSET=TIB_CART_MED_NODES 
59800001, 45.172499, -11.487306, 4.562094 
59800002, 44.938091, -11.513915, -0.652812 
59800003, 44.756372, -11.719661, -3.177024 
59800004, 44.777175, -11.240078, -0.648414 
59800005, 44.937132, -11.146533, 4.518777 
59800006, 44.841525, -11.498019, 2.282392 
59800007, 44.605088, -11.445475, -3.182975 
59800008, 44.605522, -10.956692, -0.653689 
59800009, 44.447353, -12.100986, -5.815982 
59800010, 44.695810, -11.183846, 2.196004 
59800011, 44.464144, -11.170846, -3.179288 
59800012, 44.712105, -10.805316, 4.485098 
59800013, 44.751665, -11.335911, 6.977788 
59800014, 44.306674, -11.806231, -5.782380 
59800015, 44.444208, -10.672863, -0.649324 
59800016, 44.550095, -10.869674, 2.109617 
59800017, 44.312860, -10.896660, -3.185239 
59800018, 44.165994, -11.511476, -5.748777 
59800019, 44.394394, -10.555897, 2.023584 
59800020, 44.476739, -10.464543, 4.441780 
59800021, 44.282541, -10.389081, -0.654953 
59800022, 44.547007, -11.003894, 6.943432 
59800023, 44.161930, -10.622427, -3.181196 
59800024, 44.057291, -12.664571, -8.121004 
59800025, 44.025315, -11.216722, -5.715175 
59800026, 44.248679, -10.241725, 1.937196 
59800027, 44.251359, -10.123374, 4.398108 
59800028, 44.342747, -10.681870, 6.909110 
59800029, 43.854356, -12.322279, -8.095430 
59800030, 43.884636, -10.921967, -5.681573 
59800031, 44.137735, -10.349901, 6.864761 
59800032, 43.661010, -11.969600, -8.070245 
59800033, 43.468061, -11.626912, -8.045027 
59800034, 43.933078, -10.017884, 6.830405 
59800035, 43.934849, -10.919570, 9.536317 
59800036, 43.274361, -11.274280, -8.029836 
59800037, 43.520643, -11.009426, -0.525018 
59800038, 43.448848, -10.722080, -0.533842 
59800039, 43.545458, -10.900039, 1.985185 
59800040, 43.362076, -11.213955, -2.959997 
59800041, 43.750029, -10.637004, 9.441455 
59800042, 43.472206, -10.602842, 1.946347 
59800043, 43.367112, -10.445169, -0.552271 
59800044, 43.290679, -10.936601, -2.968788 
59800045, 43.535501, -10.822618, 4.326661 
59800046, 43.295715, -10.167815, -0.561062 
59800047, 43.388969, -10.306042, 1.907864 
59800048, 43.219636, -10.659200, -2.967585 
59800049, 43.431850, -10.506578, 4.298815 
59800050, 43.148239, -10.381846, -2.976376 
59800051, 43.213979, -9.890904, -0.579492 
59800052, 43.305731, -10.009241, 1.869381 
59800053, 43.575196, -10.354043, 9.346239 
59800054, 43.048771, -11.524599, -5.358984 
59800055, 43.077195, -10.104445, -2.975174 
59800056, 43.222493, -9.712441, 1.830898 
59800057, 43.328243, -10.200578, 4.261009 
59800058, 42.967300, -11.227563, -5.347499 
59800059, 43.224592, -9.884538, 4.233163 
59800060, 42.794187, -12.954594, -11.016837 
59800061, 43.400363, -10.071082, 9.251022 
59800062, 42.896212, -10.940123, -5.336336 
59800063, 42.815139, -10.653078, -5.324818 
59800064, 43.110602, -9.568942, 4.195679 
59800065, 42.645997, -12.579544, -10.823247 
59800066, 43.192212, -10.698503, 6.639678 
59800067, 42.743654, -10.355646, -5.313688 
59800068, 43.225529, -9.788121, 9.155805 
59800069, 43.088208, -10.382510, 6.601838 
59800070, 42.487821, -12.204890, -10.629301 
59800071, 42.984203, -10.066518, 6.563999 
59800072, 42.491252, -11.874554, -7.629073 
59800073, 42.880199, -9.750525, 6.526160 
59800074, 42.339631, -11.829840, -10.435710 
59800075, 42.409693, -11.557439, -7.597667 
59800076, 42.786180, -9.434137, 6.487965 
59800077, 42.317795, -11.240768, -7.575900 
59800078, 42.191794, -11.454743, -10.232126 
59800079, 42.225853, -10.914057, -7.544172 
59800080, 42.133955, -10.597385, -7.522404 
59800081, 42.726814, -10.618424, 12.229301 
59800082, 42.223201, -10.540341, -0.441325 
59800083, 42.202131, -10.270999, -0.451858 
59800084, 42.181458, -10.011649, -0.462358 
59800085, 42.160432, -9.752346, -0.482851 
59800086, 42.524032, -10.497367, 8.913789 
59800087, 42.139362, -9.483004, -0.493384 
59800088, 42.260876, -10.421067, 1.878256 
59800089, 42.238702, -10.141827, 1.847702 
59800090, 42.608847, -10.363629, 12.012130 
59800091, 42.089554, -10.743418, -2.737103 
59800092, 42.068881, -10.484068, -2.747603 
59800093, 42.206895, -9.862936, 1.827498 
59800094, 42.185074, -9.583649, 1.806938 
